,Period,NoOfProperties,postnumer
41720,202002,1,105.0
41721,202002,1,170.0
41730,202002,1,170.0
41734,202002,1,101.0
41736,202002,1,200.0
41738,202002,8,101.0
41739,202002,1,102.0
41740,202002,1,105.0
41741,202002,3,108.0
41742,202002,1,200.0
41744,202002,1,270.0
41760,202002,169,101.0
41761,202002,3,102.0
41762,202002,1,103.0
41763,202002,22,104.0
41764,202002,94,105.0
41765,202002,23,107.0
41766,202002,32,108.0
41767,202002,16,109.0
41768,202002,5,110.0
41769,202002,9,111.0
41770,202002,9,112.0
41771,202002,6,113.0
41772,202002,1,116.0
41773,202002,6,162.0
41774,202002,1,170.0
41777,202002,17,200.0
41778,202002,5,201.0
41779,202002,7,203.0
41780,202002,7,210.0
41781,202002,18,220.0
41782,202002,8,221.0
41790,202002,13,270.0
41791,202002,5,271.0
41792,202002,1,276.0
41888,202002,5,101.0
41889,202002,1,103.0
41890,202002,1,104.0
41891,202002,2,105.0
41892,202002,1,107.0
41893,202002,1,108.0
41894,202002,3,109.0
41895,202002,2,112.0
41896,202002,1,170.0
41898,202002,2,200.0
41899,202002,1,210.0
41900,202002,4,220.0
41901,202002,1,221.0
41905,202002,2,270.0
41934,202002,1,101.0
41935,202002,1,161.0
41936,202002,1,200.0
41937,202002,1,210.0
41938,202002,2,270.0
41956,202002,2,101.0
41957,202002,1,107.0
41958,202002,1,111.0
41965,202002,1,108.0
41968,202002,1,101.0
41979,202002,1,108.0
41982,202002,6,101.0
41983,202002,7,105.0
41984,202002,3,107.0
41985,202002,4,108.0
41986,202002,1,109.0
41987,202002,2,111.0
41988,202002,7,220.0
41989,202002,1,221.0
42008,202003,184,101.0
42009,202003,3,102.0
42010,202003,2,103.0
42011,202003,19,104.0
42012,202003,72,105.0
42013,202003,8,107.0
42014,202003,13,108.0
42015,202003,3,109.0
42016,202003,2,110.0
42017,202003,3,112.0
42018,202003,3,113.0
42019,202003,2,162.0
42020,202003,3,170.0
42023,202003,13,200.0
42024,202003,4,201.0
42025,202003,3,203.0
42026,202003,3,210.0
42027,202003,11,220.0
42028,202003,4,221.0
42029,202003,2,225.0
42038,202003,8,270.0
42039,202003,1,271.0
42040,202003,3,276.0
42144,202003,400,101.0
42145,202003,4,102.0
42146,202003,5,103.0
42147,202003,37,104.0
42148,202003,111,105.0
42149,202003,41,107.0
42150,202003,29,108.0
42151,202003,9,109.0
42152,202003,10,110.0
42153,202003,3,111.0
42154,202003,11,112.0
42155,202003,7,113.0
42156,202003,1,116.0
42157,202003,1,161.0
42158,202003,12,170.0
42160,202003,19,200.0
42161,202003,7,201.0
42162,202003,10,203.0
42163,202003,8,210.0
42164,202003,15,220.0
42165,202003,8,221.0
42166,202003,2,225.0
42173,202003,8,270.0
42174,202003,4,271.0
42175,202003,3,276.0
42258,202003,289,101.0
42259,202003,2,102.0
42260,202003,3,103.0
42261,202003,24,104.0
42262,202003,113,105.0
42263,202003,35,107.0
42264,202003,23,108.0
42265,202003,8,109.0
42266,202003,10,110.0
42267,202003,3,111.0
42268,202003,10,112.0
42269,202003,4,113.0
42270,202003,1,161.0
42271,202003,4,170.0
42272,202003,31,200.0
42273,202003,4,201.0
42274,202003,12,203.0
42275,202003,2,206.0
42276,202003,11,210.0
42277,202003,17,220.0
42278,202003,9,221.0
42279,202003,3,225.0
42288,202003,10,270.0
42289,202003,6,271.0
42290,202003,13,276.0
42378,202003,92,101.0
42379,202003,6,102.0
42380,202003,1,103.0
42381,202003,16,104.0
42382,202003,47,105.0
42383,202003,18,107.0
42384,202003,15,108.0
42385,202003,4,109.0
42386,202003,12,110.0
42387,202003,1,111.0
42388,202003,6,112.0
42389,202003,4,113.0
42390,202003,1,161.0
42391,202003,2,162.0
42392,202003,4,170.0
42395,202003,15,200.0
42396,202003,4,201.0
42397,202003,7,203.0
42398,202003,12,210.0
42399,202003,10,220.0
42400,202003,9,221.0
42407,202003,12,270.0
42408,202003,6,271.0
42409,202003,10,276.0
42490,202003,27,101.0
42491,202003,1,102.0
42492,202003,5,104.0
42493,202003,15,105.0
42494,202003,5,107.0
42495,202003,4,108.0
42496,202003,2,109.0
42497,202003,6,110.0
42498,202003,1,111.0
42499,202003,5,112.0
42500,202003,9,113.0
42501,202003,4,170.0
42503,202003,6,200.0
42504,202003,5,201.0
42505,202003,5,203.0
42506,202003,6,210.0
42507,202003,1,220.0
42508,202003,5,221.0
42509,202003,3,225.0
42512,202003,10,270.0
42513,202003,5,276.0
42572,202003,18,101.0
42573,202003,1,103.0
42574,202003,2,104.0
42575,202003,2,107.0
42576,202003,3,108.0
42577,202003,4,110.0
42578,202003,2,112.0
42579,202003,1,113.0
42580,202003,2,200.0
42581,202003,3,210.0
42582,202003,1,220.0
42583,202003,2,221.0
42586,202003,2,270.0
42615,202003,4,101.0
42616,202003,1,103.0
42617,202003,1,200.0
42618,202003,1,203.0
42619,202003,1,220.0
42620,202003,1,221.0
42634,202003,1,201.0
42635,202003,2,206.0
42651,202003,1,276.0
42652,202003,1,101.0
42653,202003,2,108.0
42654,202003,4,200.0
42655,202003,2,203.0
42657,202003,31,101.0
42658,202003,4,105.0
42659,202003,19,108.0
42660,202003,1,110.0
42661,202003,6,170.0
42662,202003,3,203.0
42663,202003,9,220.0
42664,202003,1,225.0
42666,202003,7,270.0
42702,202003,1,105.0
42703,202003,1,170.0
42712,202003,1,170.0
42716,202003,1,101.0
42718,202003,1,200.0
42720,202003,8,101.0
42721,202003,1,102.0
42722,202003,1,105.0
42723,202003,2,107.0
42724,202003,3,108.0
42725,202003,1,270.0
42741,202003,161,101.0
42742,202003,3,102.0
42743,202003,1,103.0
42744,202003,11,104.0
42745,202003,93,105.0
42746,202003,21,107.0
42747,202003,28,108.0
42748,202003,12,109.0
42749,202003,5,110.0
42750,202003,8,111.0
42751,202003,7,112.0
42752,202003,5,113.0
42753,202003,1,116.0
42754,202003,6,162.0
42755,202003,1,170.0
42758,202003,12,200.0
42759,202003,5,201.0
42760,202003,8,203.0
42761,202003,7,210.0
42762,202003,17,220.0
42763,202003,7,221.0
42771,202003,13,270.0
42772,202003,6,271.0
42868,202003,4,101.0
42869,202003,1,103.0
42870,202003,2,105.0
42871,202003,1,107.0
42872,202003,1,108.0
42873,202003,3,109.0
42874,202003,1,110.0
42875,202003,2,112.0
42876,202003,1,170.0
42878,202003,2,200.0
42879,202003,1,210.0
42880,202003,3,220.0
42881,202003,1,221.0
42884,202003,2,270.0
42915,202003,1,161.0
42916,202003,1,200.0
42917,202003,1,210.0
42918,202003,2,270.0
42934,202003,2,101.0
42935,202003,1,107.0
42936,202003,1,108.0
42937,202003,1,111.0
42944,202003,1,108.0
42947,202003,1,101.0
42958,202003,1,108.0
42961,202003,8,101.0
42962,202003,7,105.0
42963,202003,3,107.0
42964,202003,4,108.0
42965,202003,1,109.0
42966,202003,2,111.0
42967,202003,5,220.0
42968,202003,1,221.0
42987,202004,1,101.0
42989,202004,180,101.0
42990,202004,1,102.0
42991,202004,2,103.0
42992,202004,17,104.0
42993,202004,71,105.0
42994,202004,11,107.0
42995,202004,14,108.0
42996,202004,3,109.0
42997,202004,2,112.0
42998,202004,3,113.0
42999,202004,2,162.0
43000,202004,4,170.0
43003,202004,12,200.0
43004,202004,4,201.0
43005,202004,3,203.0
43006,202004,3,210.0
43007,202004,10,220.0
43008,202004,4,221.0
43009,202004,2,225.0
43018,202004,8,270.0
43019,202004,1,271.0
43020,202004,3,276.0
43124,202004,370,101.0
43125,202004,2,102.0
43126,202004,2,103.0
43127,202004,31,104.0
43128,202004,97,105.0
43129,202004,35,107.0
43130,202004,23,108.0
43131,202004,7,109.0
43132,202004,8,110.0
43133,202004,1,111.0
43134,202004,11,112.0
43135,202004,9,113.0
43136,202004,1,116.0
43137,202004,11,170.0
43139,202004,17,200.0
43140,202004,5,201.0
43141,202004,10,203.0
43142,202004,6,210.0
43143,202004,11,220.0
43144,202004,9,221.0
43145,202004,2,225.0
43153,202004,7,270.0
43154,202004,4,271.0
43155,202004,5,276.0
43241,202004,269,101.0
43242,202004,3,102.0
43243,202004,3,103.0
43244,202004,21,104.0
43245,202004,106,105.0
43246,202004,30,107.0
43247,202004,18,108.0
43248,202004,6,109.0
43249,202004,9,110.0
43250,202004,4,111.0
43251,202004,9,112.0
43252,202004,4,113.0
43253,202004,1,161.0
43254,202004,3,170.0
43255,202004,26,200.0
43256,202004,6,201.0
43257,202004,8,203.0
43258,202004,1,206.0
43259,202004,15,210.0
43260,202004,13,220.0
43261,202004,9,221.0
43262,202004,3,225.0
43270,202004,6,270.0
43271,202004,6,271.0
43272,202004,14,276.0
43363,202004,90,101.0
43364,202004,5,102.0
43365,202004,1,103.0
43366,202004,17,104.0
43367,202004,42,105.0
43368,202004,26,107.0
43369,202004,16,108.0
43370,202004,3,109.0
43371,202004,9,110.0
43372,202004,4,112.0
43373,202004,4,113.0
43374,202004,1,161.0
43375,202004,2,162.0
43376,202004,4,170.0
43379,202004,16,200.0
43380,202004,5,201.0
43381,202004,6,203.0
43382,202004,13,210.0
43383,202004,11,220.0
43384,202004,9,221.0
43390,202004,12,270.0
43391,202004,6,271.0
43392,202004,13,276.0
43478,202004,28,101.0
43479,202004,2,102.0
43480,202004,6,104.0
43481,202004,16,105.0
43482,202004,5,107.0
43483,202004,5,108.0
43484,202004,2,109.0
43485,202004,6,110.0
43486,202004,1,111.0
43487,202004,7,112.0
43488,202004,8,113.0
43489,202004,2,170.0
43491,202004,5,200.0
43492,202004,6,201.0
43493,202004,3,203.0
43494,202004,8,210.0
43495,202004,1,220.0
43496,202004,4,221.0
43497,202004,3,225.0
43500,202004,8,270.0
43501,202004,5,276.0
43562,202004,18,101.0
43563,202004,1,103.0
43564,202004,1,104.0
43565,202004,2,105.0
43566,202004,1,107.0
43567,202004,2,108.0
43568,202004,3,110.0
43569,202004,4,112.0
43570,202004,1,113.0
43571,202004,3,200.0
43572,202004,4,210.0
43573,202004,1,220.0
43574,202004,2,221.0
43577,202004,3,270.0
43609,202004,4,101.0
43610,202004,1,103.0
43611,202004,1,200.0
43612,202004,1,203.0
43613,202004,1,220.0
43614,202004,1,221.0
43630,202004,1,201.0
43631,202004,2,206.0
43647,202004,1,276.0
43648,202004,1,101.0
43649,202004,2,108.0
43650,202004,4,200.0
43651,202004,2,203.0
43653,202004,23,101.0
43654,202004,3,105.0
43655,202004,11,108.0
43656,202004,1,110.0
43657,202004,6,170.0
43658,202004,8,220.0
43659,202004,1,225.0
43661,202004,7,270.0
43697,202004,1,105.0
43698,202004,1,170.0
43707,202004,1,170.0
43711,202004,1,101.0
43713,202004,1,200.0
43715,202004,10,101.0
43716,202004,1,105.0
43717,202004,2,107.0
43718,202004,2,108.0
43734,202004,139,101.0
43735,202004,3,102.0
43736,202004,2,103.0
43737,202004,11,104.0
43738,202004,84,105.0
43739,202004,20,107.0
43740,202004,28,108.0
43741,202004,13,109.0
43742,202004,7,110.0
43743,202004,7,111.0
43744,202004,7,112.0
43745,202004,5,113.0
43746,202004,1,116.0
43747,202004,2,162.0
43750,202004,8,200.0
43751,202004,2,201.0
43752,202004,6,203.0
43753,202004,5,210.0
43754,202004,15,220.0
43755,202004,7,221.0
43762,202004,11,270.0
43763,202004,5,271.0
43858,202004,5,101.0
43859,202004,1,103.0
43860,202004,2,105.0
43861,202004,1,107.0
43862,202004,1,108.0
43863,202004,3,109.0
43864,202004,1,110.0
43865,202004,2,112.0
43866,202004,1,170.0
43868,202004,2,200.0
43869,202004,1,210.0
43870,202004,3,220.0
43871,202004,1,221.0
43874,202004,2,270.0
43905,202004,1,161.0
43906,202004,1,200.0
43907,202004,1,270.0
43924,202004,2,101.0
43925,202004,1,107.0
43926,202004,1,108.0
43927,202004,1,111.0
43933,202004,1,108.0
43936,202004,1,101.0
43947,202004,1,108.0
43950,202004,6,101.0
43951,202004,7,105.0
43952,202004,3,107.0
43953,202004,4,108.0
43954,202004,1,109.0
43955,202004,4,220.0
43956,202004,1,221.0
43975,202005,181,101.0
43976,202005,1,102.0
43977,202005,2,103.0
43978,202005,17,104.0
43979,202005,70,105.0
43980,202005,8,107.0
43981,202005,13,108.0
43982,202005,3,109.0
43983,202005,2,110.0
43984,202005,3,112.0
43985,202005,3,113.0
43986,202005,4,170.0
43989,202005,10,200.0
43990,202005,4,201.0
43991,202005,3,203.0
43992,202005,4,210.0
43993,202005,10,220.0
43994,202005,4,221.0
43995,202005,3,225.0
44004,202005,7,270.0
44005,202005,1,271.0
44006,202005,3,276.0
44112,202005,350,101.0
44113,202005,2,102.0
44114,202005,2,103.0
44115,202005,27,104.0
44116,202005,100,105.0
44117,202005,35,107.0
44118,202005,21,108.0
44119,202005,8,109.0
44120,202005,9,110.0
44121,202005,1,111.0
44122,202005,13,112.0
44123,202005,7,113.0
44124,202005,1,116.0
44125,202005,1,161.0
44126,202005,11,170.0
44128,202005,15,200.0
44129,202005,7,201.0
44130,202005,9,203.0
44131,202005,8,210.0
44132,202005,10,220.0
44133,202005,10,221.0
44134,202005,2,225.0
44142,202005,9,270.0
44143,202005,5,271.0
44144,202005,5,276.0
44231,202005,266,101.0
44232,202005,2,102.0
44233,202005,3,103.0
44234,202005,24,104.0
44235,202005,97,105.0
44236,202005,25,107.0
44237,202005,17,108.0
44238,202005,6,109.0
44239,202005,9,110.0
44240,202005,3,111.0
44241,202005,7,112.0
44242,202005,5,113.0
44243,202005,1,161.0
44244,202005,1,162.0
44245,202005,2,170.0
44246,202005,24,200.0
44247,202005,6,201.0
44248,202005,8,203.0
44249,202005,1,206.0
44250,202005,14,210.0
44251,202005,14,220.0
44252,202005,8,221.0
44253,202005,3,225.0
44262,202005,10,270.0
44263,202005,6,271.0
44264,202005,13,276.0
44358,202005,89,101.0
44359,202005,4,102.0
44360,202005,1,103.0
44361,202005,14,104.0
44362,202005,46,105.0
44363,202005,19,107.0
44364,202005,15,108.0
44365,202005,3,109.0
44366,202005,9,110.0
44367,202005,6,112.0
44368,202005,4,113.0
44369,202005,1,161.0
44370,202005,2,162.0
44371,202005,3,170.0
44374,202005,15,200.0
44375,202005,4,201.0
44376,202005,7,203.0
44377,202005,12,210.0
44378,202005,6,220.0
44379,202005,9,221.0
44385,202005,11,270.0
44386,202005,6,271.0
44387,202005,14,276.0
44476,202005,26,101.0
44477,202005,2,102.0
44478,202005,7,104.0
44479,202005,12,105.0
44480,202005,5,107.0
44481,202005,3,108.0
44482,202005,1,109.0
44483,202005,6,110.0
44484,202005,5,112.0
44485,202005,6,113.0
44486,202005,3,170.0
44488,202005,6,200.0
44489,202005,5,201.0
44490,202005,2,203.0
44491,202005,7,210.0
44492,202005,1,220.0
44493,202005,4,221.0
44494,202005,2,225.0
44496,202005,8,270.0
44497,202005,4,276.0
44559,202005,19,101.0
44560,202005,1,103.0
44561,202005,2,104.0
44562,202005,1,105.0
44563,202005,1,107.0
44564,202005,2,108.0
44565,202005,3,110.0
44566,202005,2,112.0
44567,202005,2,200.0
44568,202005,3,210.0
44569,202005,2,221.0
44571,202005,2,270.0
44604,202005,4,101.0
44605,202005,1,200.0
44606,202005,1,220.0
44607,202005,1,221.0
44623,202005,1,105.0
44624,202005,1,201.0
44625,202005,2,206.0
44641,202005,1,276.0
44642,202005,1,101.0
44643,202005,2,108.0
44644,202005,4,200.0
44645,202005,2,203.0
44647,202005,25,101.0
44648,202005,3,105.0
44649,202005,15,108.0
44650,202005,6,170.0
44651,202005,1,203.0
44652,202005,8,220.0
44653,202005,1,225.0
44655,202005,7,270.0
44690,202005,1,105.0
44691,202005,1,170.0
44700,202005,1,170.0
44704,202005,1,101.0
44706,202005,1,200.0
44708,202005,9,101.0
44709,202005,1,105.0
44710,202005,1,107.0
44711,202005,2,108.0
44712,202005,1,220.0
44713,202005,1,270.0
44730,202005,147,101.0
44731,202005,3,102.0
44732,202005,2,103.0
44733,202005,16,104.0
44734,202005,75,105.0
44735,202005,22,107.0
44736,202005,25,108.0
44737,202005,13,109.0
44738,202005,7,110.0
44739,202005,9,111.0
44740,202005,8,112.0
44741,202005,5,113.0
44742,202005,1,116.0
44743,202005,2,162.0
44746,202005,10,200.0
44747,202005,3,201.0
44748,202005,7,203.0
44749,202005,7,210.0
44750,202005,16,220.0
44751,202005,6,221.0
44752,202005,1,225.0
44760,202005,14,270.0
44761,202005,4,271.0
44856,202005,4,101.0
44857,202005,1,103.0
44858,202005,2,105.0
44859,202005,1,107.0
44860,202005,1,108.0
44861,202005,3,109.0
44862,202005,1,110.0
44863,202005,2,112.0
44864,202005,1,170.0
44866,202005,2,200.0
44867,202005,3,220.0
44870,202005,2,270.0
44900,202005,1,101.0
44901,202005,1,161.0
44902,202005,1,200.0
44903,202005,2,270.0
44919,202005,2,101.0
44920,202005,1,107.0
44921,202005,1,108.0
44922,202005,1,111.0
44928,202005,1,108.0
44931,202005,1,101.0
44943,202005,1,108.0
44945,202005,5,101.0
44946,202005,7,105.0
44947,202005,2,107.0
44948,202005,5,108.0
44949,202005,1,109.0
44950,202005,4,220.0
44951,202005,1,221.0
44970,202006,181,101.0
44971,202006,1,102.0
44972,202006,2,103.0
44973,202006,17,104.0
44974,202006,70,105.0
44975,202006,9,107.0
44976,202006,13,108.0
44977,202006,3,109.0
44978,202006,2,110.0
44979,202006,3,112.0
44980,202006,1,113.0
44981,202006,2,170.0
44984,202006,12,200.0
44985,202006,4,201.0
44986,202006,3,203.0
44987,202006,4,210.0
44988,202006,8,220.0
44989,202006,4,221.0
44990,202006,3,225.0
44999,202006,8,270.0
45000,202006,3,276.0
45106,202006,365,101.0
45107,202006,3,102.0
45108,202006,2,103.0
45109,202006,26,104.0
45110,202006,101,105.0
45111,202006,38,107.0
45112,202006,19,108.0
45113,202006,7,109.0
45114,202006,16,110.0
45115,202006,1,111.0
45116,202006,13,112.0
45117,202006,8,113.0
45118,202006,1,116.0
45119,202006,1,161.0
45120,202006,12,170.0
45122,202006,46,200.0
45123,202006,5,201.0
45124,202006,5,203.0
45125,202006,11,210.0
45126,202006,11,220.0
45127,202006,10,221.0
45128,202006,1,225.0
45136,202006,6,270.0
45137,202006,6,271.0
45138,202006,5,276.0
45229,202006,272,101.0
45230,202006,3,102.0
45231,202006,2,103.0
45232,202006,25,104.0
45233,202006,106,105.0
45234,202006,29,107.0
45235,202006,18,108.0
45236,202006,5,109.0
45237,202006,13,110.0
45238,202006,4,111.0
45239,202006,9,112.0
45240,202006,4,113.0
45241,202006,1,161.0
45242,202006,6,170.0
45243,202006,27,200.0
45244,202006,7,201.0
45245,202006,7,203.0
45246,202006,1,206.0
45247,202006,15,210.0
45248,202006,14,220.0
45249,202006,8,221.0
45250,202006,3,225.0
45258,202006,10,270.0
45259,202006,6,271.0
45260,202006,15,276.0
45355,202006,90,101.0
45356,202006,6,102.0
45357,202006,1,103.0
45358,202006,18,104.0
45359,202006,47,105.0
45360,202006,16,107.0
45361,202006,14,108.0
45362,202006,4,109.0
45363,202006,13,110.0
45364,202006,1,111.0
45365,202006,6,112.0
45366,202006,5,113.0
45367,202006,1,161.0
45368,202006,2,162.0
45369,202006,6,170.0
45372,202006,15,200.0
45373,202006,3,201.0
45374,202006,8,203.0
45375,202006,12,210.0
45376,202006,7,220.0
45377,202006,9,221.0
45383,202006,12,270.0
45384,202006,6,271.0
45385,202006,14,276.0
45474,202006,26,101.0
45475,202006,1,102.0
45476,202006,5,104.0
45477,202006,11,105.0
45478,202006,5,107.0
45479,202006,4,108.0
45480,202006,2,109.0
45481,202006,4,110.0
45482,202006,1,111.0
45483,202006,4,112.0
45484,202006,6,113.0
45485,202006,2,170.0
45487,202006,7,200.0
45488,202006,4,201.0
45489,202006,3,203.0
45490,202006,8,210.0
45491,202006,1,220.0
45492,202006,6,221.0
45493,202006,3,225.0
45496,202006,8,270.0
45497,202006,1,276.0
45561,202006,16,101.0
45562,202006,2,104.0
45563,202006,1,105.0
45564,202006,2,107.0
45565,202006,3,108.0
45566,202006,4,110.0
45567,202006,2,112.0
45568,202006,1,203.0
45569,202006,4,210.0
45570,202006,2,221.0
45573,202006,2,270.0
45607,202006,4,101.0
45608,202006,1,200.0
45609,202006,1,203.0
45610,202006,1,220.0
45611,202006,1,221.0
45629,202006,1,105.0
45630,202006,1,107.0
45631,202006,1,201.0
45632,202006,2,206.0
45649,202006,1,276.0
45650,202006,1,101.0
45651,202006,2,108.0
45652,202006,4,200.0
45653,202006,2,203.0
45655,202006,34,101.0
45656,202006,4,105.0
45657,202006,11,108.0
45658,202006,1,110.0
45659,202006,6,170.0
45660,202006,1,203.0
45661,202006,8,220.0
45662,202006,1,225.0
45663,202006,7,270.0
45696,202006,1,105.0
45697,202006,1,170.0
45705,202006,1,170.0
45709,202006,1,101.0
45711,202006,1,200.0
45713,202006,9,101.0
45714,202006,2,105.0
45715,202006,1,107.0
45716,202006,2,108.0
45717,202006,1,270.0
45734,202006,149,101.0
45735,202006,2,102.0
45736,202006,3,103.0
45737,202006,18,104.0
45738,202006,78,105.0
45739,202006,24,107.0
45740,202006,23,108.0
45741,202006,11,109.0
45742,202006,6,110.0
45743,202006,8,111.0
45744,202006,10,112.0
45745,202006,6,113.0
45746,202006,1,116.0
45747,202006,3,162.0
45750,202006,10,200.0
45751,202006,3,201.0
45752,202006,5,203.0
45753,202006,7,210.0
45754,202006,14,220.0
45755,202006,6,221.0
45762,202006,13,270.0
45763,202006,2,271.0
45764,202006,1,276.0
45863,202006,5,101.0
45864,202006,2,105.0
45865,202006,1,107.0
45866,202006,1,108.0
45867,202006,3,109.0
45868,202006,1,110.0
45869,202006,1,112.0
45870,202006,1,170.0
45872,202006,2,200.0
45873,202006,3,220.0
45876,202006,1,270.0
45906,202006,1,101.0
45907,202006,1,161.0
45908,202006,1,200.0
45909,202006,2,270.0
45928,202006,2,101.0
45929,202006,1,107.0
45930,202006,1,108.0
45931,202006,1,111.0
45938,202006,1,108.0
45941,202006,1,101.0
45952,202006,1,108.0
45954,202006,7,101.0
45955,202006,7,105.0
45956,202006,2,107.0
45957,202006,3,108.0
45958,202006,5,220.0
45959,202006,1,221.0
45979,202007,1,101.0
45981,202007,181,101.0
45982,202007,1,102.0
45983,202007,3,103.0
45984,202007,17,104.0
45985,202007,71,105.0
45986,202007,10,107.0
45987,202007,12,108.0
45988,202007,3,109.0
45989,202007,3,110.0
45990,202007,4,112.0
45991,202007,1,113.0
45992,202007,1,162.0
45993,202007,4,170.0
45996,202007,12,200.0
45997,202007,4,201.0
45998,202007,3,203.0
45999,202007,5,210.0
46000,202007,8,220.0
46001,202007,4,221.0
46002,202007,2,225.0
46011,202007,7,270.0
46012,202007,3,276.0
46119,202007,322,101.0
46120,202007,3,102.0
46121,202007,1,103.0
46122,202007,28,104.0
46123,202007,104,105.0
46124,202007,35,107.0
46125,202007,22,108.0
46126,202007,8,109.0
46127,202007,16,110.0
46128,202007,1,111.0
46129,202007,12,112.0
46130,202007,8,113.0
46131,202007,1,116.0
46132,202007,1,161.0
46133,202007,11,170.0
46135,202007,49,200.0
46136,202007,5,201.0
46137,202007,6,203.0
46138,202007,12,210.0
46139,202007,9,220.0
46140,202007,7,221.0
46141,202007,1,225.0
46148,202007,7,270.0
46149,202007,4,271.0
46150,202007,7,276.0
46244,202007,268,101.0
46245,202007,4,102.0
46246,202007,3,103.0
46247,202007,23,104.0
46248,202007,98,105.0
46249,202007,25,107.0
46250,202007,17,108.0
46251,202007,7,109.0
46252,202007,10,110.0
46253,202007,4,111.0
46254,202007,9,112.0
46255,202007,4,113.0
46256,202007,1,161.0
46257,202007,4,170.0
46258,202007,31,200.0
46259,202007,5,201.0
46260,202007,4,203.0
46261,202007,2,206.0
46262,202007,13,210.0
46263,202007,12,220.0
46264,202007,7,221.0
46265,202007,4,225.0
46273,202007,12,270.0
46274,202007,5,271.0
46275,202007,18,276.0
46375,202007,91,101.0
46376,202007,6,102.0
46377,202007,1,103.0
46378,202007,22,104.0
46379,202007,42,105.0
46380,202007,18,107.0
46381,202007,14,108.0
46382,202007,3,109.0
46383,202007,14,110.0
46384,202007,2,111.0
46385,202007,4,112.0
46386,202007,5,113.0
46387,202007,1,161.0
46388,202007,2,162.0
46389,202007,5,170.0
46392,202007,13,200.0
46393,202007,4,201.0
46394,202007,7,203.0
46395,202007,10,210.0
46396,202007,10,220.0
46397,202007,7,221.0
46404,202007,12,270.0
46405,202007,6,271.0
46406,202007,12,276.0
46496,202007,28,101.0
46497,202007,1,102.0
46498,202007,6,104.0
46499,202007,10,105.0
46500,202007,4,107.0
46501,202007,3,108.0
46502,202007,3,109.0
46503,202007,4,110.0
46504,202007,1,111.0
46505,202007,3,112.0
46506,202007,9,113.0
46507,202007,4,170.0
46509,202007,9,200.0
46510,202007,7,201.0
46511,202007,3,203.0
46512,202007,8,210.0
46513,202007,1,220.0
46514,202007,5,221.0
46515,202007,3,225.0
46518,202007,9,270.0
46519,202007,3,276.0
46583,202007,17,101.0
46584,202007,2,104.0
46585,202007,3,105.0
46586,202007,1,107.0
46587,202007,4,108.0
46588,202007,5,110.0
46589,202007,2,112.0
46590,202007,2,200.0
46591,202007,1,203.0
46592,202007,3,210.0
46593,202007,1,221.0
46596,202007,2,270.0
46627,202007,4,101.0
46628,202007,1,200.0
46629,202007,1,203.0
46630,202007,1,220.0
46631,202007,1,221.0
46649,202007,1,105.0
46650,202007,1,107.0
46651,202007,1,201.0
46652,202007,2,206.0
46667,202007,1,101.0
46668,202007,2,108.0
46669,202007,4,200.0
46670,202007,2,203.0
46672,202007,33,101.0
46673,202007,3,105.0
46674,202007,11,108.0
46675,202007,6,170.0
46676,202007,9,220.0
46677,202007,1,225.0
46678,202007,7,270.0
46713,202007,1,105.0
46714,202007,1,170.0
46723,202007,1,170.0
46727,202007,1,101.0
46729,202007,1,200.0
46731,202007,10,101.0
46732,202007,2,105.0
46733,202007,1,107.0
46734,202007,2,108.0
46735,202007,1,203.0
46752,202007,146,101.0
46753,202007,3,102.0
46754,202007,3,103.0
46755,202007,17,104.0
46756,202007,80,105.0
46757,202007,22,107.0
46758,202007,23,108.0
46759,202007,11,109.0
46760,202007,6,110.0
46761,202007,8,111.0
46762,202007,10,112.0
46763,202007,6,113.0
46764,202007,1,116.0
46765,202007,5,162.0
46768,202007,10,200.0
46769,202007,3,201.0
46770,202007,5,203.0
46771,202007,7,210.0
46772,202007,12,220.0
46773,202007,5,221.0
46780,202007,13,270.0
46781,202007,2,271.0
46782,202007,1,276.0
46879,202007,3,101.0
46880,202007,1,103.0
46881,202007,2,105.0
46882,202007,1,107.0
46883,202007,2,108.0
46884,202007,3,109.0
46885,202007,1,110.0
46886,202007,1,112.0
46887,202007,1,170.0
46889,202007,1,200.0
46890,202007,3,220.0
46893,202007,1,270.0
46924,202007,1,101.0
46925,202007,1,111.0
46926,202007,1,161.0
46927,202007,1,200.0
46928,202007,2,270.0
46948,202007,2,101.0
46949,202007,1,107.0
46950,202007,1,108.0
46951,202007,1,111.0
46958,202007,1,108.0
46962,202007,1,101.0
46973,202007,1,108.0
46975,202007,8,101.0
46976,202007,7,105.0
46977,202007,1,107.0
46978,202007,3,108.0
46979,202007,5,220.0
47000,202008,184,101.0
47001,202008,2,102.0
47002,202008,3,103.0
47003,202008,14,104.0
47004,202008,70,105.0
47005,202008,10,107.0
47006,202008,13,108.0
47007,202008,3,109.0
47008,202008,2,110.0
47009,202008,3,112.0
47010,202008,1,113.0
47011,202008,2,162.0
47012,202008,5,170.0
47015,202008,11,200.0
47016,202008,4,201.0
47017,202008,3,203.0
47018,202008,4,210.0
47019,202008,9,220.0
47020,202008,4,221.0
47021,202008,2,225.0
47030,202008,9,270.0
47031,202008,1,271.0
47032,202008,3,276.0
47138,202008,305,101.0
47139,202008,2,102.0
47140,202008,2,103.0
47141,202008,30,104.0
47142,202008,97,105.0
47143,202008,34,107.0
